fort,5
pouf,6
flot,7
venu,6
cale,4
gite,4
gain,5
vert,6
tien,6
donc,6
pair,4
lier,5
buis,6
onde,8
drue,5
revu,5
fait,5
uses,8
nazi,6
ouie,6
hola,7
vetu,6
haut,5
crus,7
perd,4
fous,6
poil,6
dose,4
flux,7
cafe,4
casa,5
flic,8
voix,6
came,4
pris,5
boue,5
vins,4
dure,4
gong,5
vexe,6
rade,4
face,5
muni,5
rase,4
marc,4
nous,5
demi,6
vole,4
hote,4
chut,7
crut,7
mens,5
iras,7
sois,6
sons,5
mega,5
soul,6
axis,8
four,6
puis,5
sors,6
rose,4
cout,6
tirs,4
defi,6
leva,5
tues,6
gays,5
tres,7
lacs,5
toit,6
raie,4
cria,6
trac,8
topo,4
meme,5
mlle,5
rude,5
tous,5
baie,4
amis,7
emis,8
bebe,5
lors,6
grec,8
plut,7
cote,4
pria,5
cocu,7
cran,7
duel,7
vide,4
cela,6
foot,6
robe,5
coma,6
murs,5
colo,5
mena,5
usee,8
sauf,7
rale,4
tons,6
foin,6
hais,5
becs,6
jour,6
ogre,6
ecus,8
puni,6
visa,4
rame,4
skis,6
mois,6
amer,7
lion,6
loge,4
fete,4
mers,5
char,8
tant,5
soin,6
mars,4
avis,8
agis,7
naif,6
sept,6
noue,4
sale,4
bien,6
leur,8
vifs,5
fins,4
vaux,7
lard,5
kaki,4
boit,7
rode,5
fute,4
cils,5
neuf,8
ride,4
fief,7
vrac,8
jura,5
suce,4
fume,5
ocre,5
agir,8
dada,5
gant,6
arme,5
kilo,4
riez,7
secs,6
cous,6
plis,5
bure,4
rime,4
vint,5
aout,6
soit,6
quel,8
sera,5
ravi,5
jets,5
vase,4
gare,4
etre,5
sent,5
gale,4
relu,6
gout,6
mous,6
juge,4
leve,4
vend,5
fees,6
pays,4
dues,6
amie,8
pubs,5
irai,8
decu,5
menu,5
doue,4
suie,5
tete,4
boys,7
dons,6
note,4
cerf,7
rare,4
cinq,4
aura,6
nees,7
faim,6
faut,5
tend,5
bacs,5
luit,7
tint,4
eues,6
gaze,5
futs,5
yang,6
orne,7
acre,4
alla,5
soif,6
fers,5
sert,6
paon,5
foie,5
jade,5
noms,5
crie,5
gang,6
mode,5
rein,7
bols,6
tole,4
zero,6
pres,6
gogo,6
prit,5
pain,4
hein,7
pont,5
rais,5
anes,6
roti,5
sexy,6
agit,8
code,5
cone,4
lait,6
lobe,4
veau,6
hier,6
tels,6
mere,4
grue,6
beni,7
neon,7
velo,6
brut,7
apte,5
fend,5
clin,7
toux,5
pois,5
nait,6
gate,4
oies,6
joue,5
chat,8
nain,5
dore,4
fais,6
fans,5
race,4
caca,5
plan,8
lieu,5
flan,8
film,4
rend,5
haie,4
nets,6
porc,4
sang,6
ment,5
sono,4
dite,4
abbe,5
dieu,6
mets,5
voie,5
vote,4
dans,5
bave,4
recu,6
ruse,4
hair,5
gres,7
taro,4
jete,4
rois,6
suit,6
aies,5
maia,5
cede,4
fade,5
purs,4
long,5
noye,4
zele,5
ange,5
hata,5
tutu,6
tira,4
plus,6
midi,5
cour,6
camp,5
pour,6
rang,6
oses,7
muet,8
loup,5
saut,6
amen,7
mome,5
dont,6
loue,4
bout,6
rats,5
vida,5
vont,6
vice,4
mord,5
reve,4
moto,6
jeux,7
reel,8
jute,4
plia,5
lits,6
sans,5
buee,5
cite,4
vecu,6
agee,7
fond,6
scie,5
eaux,7
cris,6
fiel,7
date,4
cuir,7
raye,4
bras,8
nies,6
nada,6
rond,6
hate,4
piaf,8
noir,5
dune,4
mute,4
gere,4
rage,4
unes,7
nier,6
fixa,5
ciao,6
fion,7
tare,4
bals,5
nuls,7
have,4
role,4
dura,5
pues,5
case,4
choc,8
fado,6
subi,5
vers,5
gens,5
rite,4
coke,5
seme,5
faux,6
site,4
atre,4
fila,4
doit,6
pots,4
jure,4
paix,4
sers,5
nage,4
acte,5
nerf,7
jais,6
bete,4
culs,6
yeux,7
amas,7
luis,6
cons,5
bois,6
dors,5
frit,6
bref,8
huit,6
gais,5
daya,4
tata,4
fuit,6
urne,8
oser,8
zone,5
tord,5
taxe,4
fixe,4
dais,6
apre,4
rock,8
tics,5
kawa,5
clac,8
ruer,6
tome,4
cent,5
noua,5
tuer,7
halo,5
dela,6
coup,6
mare,4
boum,6
reva,5
elie,5
maux,7
prix,5
rail,5
diva,4
ciel,8
cane,4
sein,6
voir,6
sais,5
tuez,7
allo,5
duce,4
pieu,6
mole,4
buts,5
noce,4
clan,8
bond,6
coca,6
cage,4
elue,6
vent,6
peux,7
bord,5
lien,5
coit,7
sous,6
nord,6
vies,5
dome,4
mats,4
bath,4
ruee,5
broc,8
surs,5
unis,8
alle,4
dois,6
lira,4
dort,5
crac,7
dent,6
sels,6
aube,5
rira,4
truc,8
rate,4
cure,4
dame,5
mecs,6
auto,7
mais,5
anus,7
sida,6
pans,4
sait,5
voue,5
mime,4
miel,7
airs,4
tifs,5
lune,5
love,4
sexe,5
ceda,5
fini,4
cree,6
vous,6
mele,5
tard,4
roue,5
lies,5
gene,4
bouc,6
polo,4
thon,7
joli,4
fier,6
crue,6
poux,6
sake,4
pneu,7
gold,6
luxe,5
tact,6
rien,6
dote,4
nota,5
caid,6
coqs,6
cuit,7
cube,5
font,6
miam,6
bars,4
mure,4
nova,6
pion,6
fuir,6
etes,7
liee,4
tour,5
fard,5
emue,7
veux,7
bain,5
fois,6
nana,6
gaie,4
soie,5
sens,5
lame,5
flou,8
peur,7
bons,6
iode,6
sofa,7
chic,7
nues,6
fric,7
vain,5
juin,8
gala,5
bide,4
cave,4
vois,6
elus,7
veut,7
anis,7
taux,6
veuf,8
vais,5
vomi,6
deja,6
tuee,6
aida,5
port,4
omis,8
more,4
feux,7
doux,5
vols,5
gage,4
suer,7
tele,5
tube,5
anse,4
sure,4
lent,6
boxe,5
juif,7
moue,5
gele,5
mort,5
trio,7
emut,8
coin,7
plat,8
pend,4
fera,6
nuit,7
vues,6
orge,7
jury,5
plie,4
noix,5
prie,4
ilot,8
rocs,7
gros,7
dira,4
ceux,7
main,5
nuee,6
banc,6
chie,6
lois,6
froc,8
jeta,5
tort,5
pret,6
lava,5
roux,6
mien,6
crin,6
fout,6
homo,8
osez,8
seau,7
lave,4
mots,5
sort,5
peut,8
sage,4
vite,4
suis,6
mate,4
hard,5
gris,6
ceci,6
erre,6
tate,4
fuis,6
daim,7
soir,6
tout,5
valu,4
hors,6
vaut,6
joua,6
pros,6
loin,7
shit,6
tait,5
gras,7
noie,4
crea,7
seve,5
glas,8
cars,4
bail,5
tenu,6
tetu,5
brin,6
oree,7
pied,7
sied,7
nene,4
type,4
mene,4
dits,5
joug,6
joie,5
laid,6
durs,5
aime,4
bats,4
deux,6
ames,6
sien,6
abus,8
hait,5
rues,6
brun,7
seul,7
ages,6
fils,4
prof,7
deca,5
sain,5
mont,6
ours,5
male,4
mule,5
cime,4
soda,7
bute,4
voit,6
coco,6
bing,4
mono,5
elle,5
tais,5
beau,7
lime,4
bite,4
raid,5
sole,4
sols,5
fifi,5
gars,4
solo,4
sont,5
base,4
peau,7
loto,6
naze,5
iris,6
cols,6
aide,4
joui,5
nids,7
sacs,5
ding,4
posa,4
