saut,7
mord,7
rade,5
tome,6
lise,7
sert,7
faut,6
mode,6
fins,7
bond,8
cris,8
cent,8
loup,8
cape,6
fade,6
tact,7
mort,7
ruse,6
hors,7
rose,6
jete,8
nets,7
vase,6
tetu,8
tapi,5
dune,8
loge,8
dope,7
aida,8
dais,7
sols,7
mais,6
fera,7
rame,4
elue,8
sors,7
futs,8
alle,7
coco,8
noue,7
vide,7
nord,7
cure,6
rues,8
sait,7
velo,8
gate,6
aile,7
pins,7
paon,8
casa,6
juge,8
dure,7
pape,6
sers,7
hais,7
cime,6
aime,6
fige,8
rite,6
naze,7
dose,7
titi,6
mole,6
ment,7
rare,5
coca,7
bacs,7
papa,6
kilo,8
skis,8
cane,6
crie,8
buts,7
nota,8
papi,5
peri,5
vont,8
scie,7
cars,5
luit,8
shit,8
pipi,6
ouie,8
pute,7
poli,5
vecu,8
joua,8
papy,6
taxe,6
sure,6
dupe,8
fort,6
dada,7
rude,6
sens,7
nain,7
mure,6
lits,7
pans,6
rira,7
atre,8
sept,8
durs,7
paie,6
bute,7
jets,7
boum,8
bout,8
arme,7
sole,6
mime,5
purs,6
pues,7
pose,7
para,5
mats,5
lien,8
voie,8
fond,8
pain,7
type,8
apre,8
vice,8
relu,8
mets,6
raye,5
paix,7
visa,8
lard,6
vole,7
paya,6
miam,8
dois,8
mule,6
pars,5
prie,7
pire,6
lors,7
seve,7
sale,5
soda,8
maia,5
roue,7
tige,7
pure,6
tifs,8
sake,5
subi,6
sire,7
ciao,8
male,5
cerf,8
pria,8
sexe,7
toit,8
naif,8
dame,5
roti,7
allo,8
bati,5
mute,6
gros,8
joie,8
mena,6
ding,7
bols,8
pope,7
sida,7
rein,8
caca,6
gare,5
daim,8
more,6
dans,7
dira,7
pave,6
pays,6
lune,8
base,6
tord,6
sauf,8
suit,8
bite,7
lieu,8
vois,8
ride,6
gras,8
pois,8
sexy,8
rire,6
vols,8
iris,8
rale,5
colo,7
mine,6
font,7
coke,7
cube,7
vaut,7
dire,7
joue,7
vend,8
daya,6
eues,8
sein,8
live,7
cols,8
moue,6
gite,7
bure,7
dote,7
sage,6
valu,6
lier,8
came,5
plie,7
reve,6
vain,7
port,6
tais,7
tira,7
puni,7
lava,5
gele,7
lave,6
demi,8
fuis,8
fado,7
nerf,8
fend,8
fait,6
fuit,7
pres,8
film,8
note,7
gold,8
tait,7
tous,8
mire,6
code,6
soir,8
brin,8
mots,6
rais,6
sang,6
aide,7
bete,8
mois,7
fric,8
jute,7
tues,8
love,7
dons,8
pont,7
voue,7
fute,7
vire,7
rocs,8
fuir,8
fout,7
aout,8
dors,7
fous,8
bath,6
cave,6
nees,8
tons,8
rang,5
feux,8
lies,8
fard,6
luis,8
flux,8
polo,6
bing,7
jury,8
mous,7
vous,8
tant,7
cafe,6
fais,7
faux,7
duce,7
doue,7
iode,7
liee,7
jour,8
jais,7
muni,6
tout,8
case,6
main,6
file,7
plia,8
cede,6
race,5
rive,6
menu,7
cuit,8
sels,8
sape,6
bise,7
vise,7
aube,8
suce,7
pepe,7
aire,7
pipe,7
tint,8
soif,8
dise,7
revu,7
vert,8
mate,5
recu,8
cale,6
nage,6
sacs,7
rend,8
fifi,7
vent,8
soit,8
cone,7
vues,8
tort,7
vexe,8
ravi,4
maux,8
noye,7
elle,7
fois,8
eaux,8
mont,8
sali,4
joli,6
buis,8
acre,8
hair,7
airs,8
haie,6
bide,7
sans,6
prix,8
raie,5
sous,8
sois,8
vote,7
mise,6
hote,7
jade,6
cous,8
pote,7
ruer,8
prit,8
pere,6
pots,7
puce,7
loto,8
sont,8
hard,6
aise,7
tire,6
jura,8
rats,6
plis,8
tard,5
four,8
rime,5
perd,6
fila,8
gang,6
joui,7
dort,7
pari,4
faim,7
pede,7
gere,6
gage,6
tapa,6
coma,8
pile,6
gale,6
gaie,6
zone,8
pale,5
veut,8
loue,7
pese,7
cons,8
taxi,5
tole,7
huit,7
baie,6
vive,7
lire,7
halo,7
mega,7
face,6
nuee,8
hata,5
lent,8
tate,6
nous,8
suie,7
hait,6
rode,6
bebe,8
dore,7
kawa,4
bain,7
gant,7
murs,6
pole,6
boue,7
noie,7
gala,6
lois,8
banc,7
tare,5
vins,8
fees,8
pris,8
mens,7
suis,7
taux,8
porc,6
fils,8
ceda,7
fixa,8
lacs,7
veau,8
boxe,7
gogo,8
vais,7
nait,7
ours,7
fans,6
fers,7
sain,7
anse,8
pair,6
bile,7
bouc,8
bals,7
cinq,8
rase,5
jure,7
bats,6
camp,6
vers,7
noms,7
sons,7
roux,8
haut,6
tenu,8
mere,6
cite,7
page,6
soie,7
acte,8
bois,8
pubs,7
gene,7
gays,6
cine,7
gres,8
gens,8
bail,7
vida,8
noua,8
raid,6
mele,6
nene,7
dits,8
venu,8
zele,7
midi,5
tels,8
jeta,8
aine,7
lime,6
lame,5
lobe,7
tube,8
dues,8
puis,7
pete,7
gris,7
fete,8
caid,7
dine,7
solo,7
soul,8
secs,8
fine,7
tete,7
mars,5
elie,8
mome,5
foie,8
rate,5
cela,8
mecs,7
buee,8
rois,7
pend,7
cocu,8
sort,7
voir,8
flot,8
mers,6
tour,8
parc,5
fixe,7
doit,8
reva,7
noir,8
dome,6
noce,7
mari,4
dont,8
pige,7
pate,6
alla,8
surs,6
gong,7
dent,8
paye,6
yang,6
rage,5
nada,6
fini,6
foot,7
date,6
jupe,8
nana,5
gout,8
nues,8
vite,7
marc,5
mono,7
tirs,7
dura,8
tata,5
long,8
becs,8
tuee,8
site,7
lira,8
leve,7
tics,8
have,6
gaze,6
vetu,8
cage,6
tele,7
leva,6
hate,6
sera,6
bave,6
ruee,7
rail,6
seme,6
gain,7
soin,8
drue,8
toux,8
sent,8
cout,8
laid,7
sais,7
bons,8
sono,8
meme,5
joug,8
lait,7
robe,6
gars,5
mene,6
posa,8
pare,5
part,5
vaux,8
gais,6
tend,8
moto,7
nazi,8
bord,7
noix,8
taro,5
dite,7
paru,5
doux,8
mare,5
topo,7
cote,7
role,6
mlle,6
bars,6
diva,6
fume,6
frit,7
cire,6
nuit,8
